,tempo,loudness,danceability,energy,popularity
0,97.718,-5.649,0.772,0.8220000000000001,61
1,86.147,-12.174,0.6759999999999999,0.445,51
2,140.011,-3.506,0.691,0.7929999999999999,50
3,75.48100000000002,-17.679000000000006,0.0686,0.18600000000000005,55
4,126.704,-8.282,0.482,0.448,52
5,127.536,-30.804,0.301,0.0089,56
6,127.131,-5.823,0.6759999999999999,0.92,50
7,138.046,-7.394,0.7090000000000001,0.687,52
8,97.018,-6.999,0.799,0.502,51
9,147.15,-5.9220000000000015,0.736,0.469,56
10,91.573,-6.767,0.552,0.531,57
11,121.881,-6.675,0.324,0.852,54
12,115.98,-3.758,0.609,0.979,51
13,212.137,-6.858,0.511,0.6779999999999999,57
14,84.139,-4.839,0.402,0.81,55
15,82.324,-3.208,0.645,0.878,66
16,138.845,-7.451,0.416,0.6729999999999999,50
17,107.068,-14.402,0.398,0.151,60
18,104.998,-3.293,0.629,0.938,50
19,139.942,-9.944,0.667,0.441,61
20,143.834,-5.259,0.504,0.625,50
21,86.016,-8.26,0.4920000000000001,0.626,58
22,105.519,-2.546,0.7659999999999999,0.941,55
23,111.069,-7.346,0.7120000000000001,0.726,50
24,96.041,-10.816,0.7140000000000001,0.449,51
25,111.016,-8.431000000000001,0.867,0.503,51
26,93.835,-4.735,0.63,0.8590000000000001,51
27,139.939,-5.504,0.878,0.485,51
28,178.287,-2.695,0.477,0.919,57
29,101.03,-4.819,0.622,0.831,57
30,119.951,-4.476,0.534,0.755,50
31,175.942,-5.4620000000000015,0.414,0.953,51
32,89.22200000000002,-7.479,0.412,0.486,52
33,138.029,-8.006,0.595,0.446,50
34,114.986,-4.612,0.594,0.931,52
35,122.318,-13.427,0.795,0.448,54
36,130.92700000000002,-4.737,0.652,0.758,56
37,111.969,-5.648,0.741,0.894,51
38,104.52,-3.651,0.493,0.931,52
39,126.0,-9.452,0.609,0.602,54
40,81.971,-8.726,0.721,0.539,52
41,90.111,-8.453,0.631,0.526,50
42,105.987,-5.711,0.555,0.682,53
43,174.18099999999995,-2.6210000000000004,0.468,0.977,53
44,89.99700000000001,-6.7970000000000015,0.794,0.871,50
45,120.058,-11.961,0.648,0.28,50
46,124.091,-5.12,0.617,0.75,50
47,110.268,-5.403,0.812,0.542,50
48,130.07299999999998,-5.983,0.7170000000000001,0.72,51
49,194.072,-6.99,0.765,0.7709999999999999,51
50,111.474,-9.102,0.877,0.542,62
51,131.861,-10.771,0.482,0.648,51
52,88.63600000000002,-5.4289999999999985,0.389,0.294,51
53,144.968,-6.2860000000000005,0.557,0.777,50
54,137.753,-6.4510000000000005,0.519,0.684,51
55,140.005,-4.397,0.69,0.657,53
56,115.605,-4.158,0.73,0.607,52
57,0.0,-21.669,0.0,9.9e-05,50
58,97.994,-4.167,0.615,0.92,50
59,84.85799999999998,-6.556,0.732,0.578,53
60,123.883,-8.096,0.667,0.465,52
61,150.03799999999995,-4.855,0.512,0.915,53
62,152.032,-7.318,0.677,0.512,50
63,109.959,-1.3219999999999998,0.8440000000000001,0.7090000000000001,51
64,85.06299999999997,-14.072,0.278,0.13699999999999998,52
65,116.293,-6.724,0.494,0.452,49
66,138.264,-3.57,0.585,0.977,64
67,180.06799999999996,-4.924,0.456,0.912,53
68,89.978,-5.5710000000000015,0.687,0.782,54
69,141.628,-7.7120000000000015,0.608,0.636,50
70,80.101,-7.797999999999999,0.52,0.61,52
71,81.003,-6.59,0.77,0.6990000000000001,49
72,76.87899999999998,-10.358,0.482,0.362,50
73,128.012,-4.988,0.72,0.933,54
74,77.47800000000002,-8.092,0.472,0.69,66
75,75.039,-9.473,0.6829999999999999,0.488,49
76,166.12400000000005,-3.406,0.62,0.892,52
77,115.053,-3.542,0.682,0.867,50
78,160.007,-3.044,0.441,0.967,52
79,84.476,-9.289,0.407,0.627,49
80,136.89,-7.132999999999999,0.508,0.926,55
81,121.084,-3.5460000000000003,0.233,0.99,52
82,122.025,-5.134,0.469,0.705,53
83,158.166,-6.086,0.4320000000000001,0.816,51
84,99.799,-6.829,0.62,0.6940000000000001,51
85,83.49600000000002,-3.045,0.408,0.72,53
86,140.01,-10.28,0.496,0.35200000000000004,55
87,162.005,-3.515,0.475,0.987,54
88,137.018,-5.863,0.494,0.652,56
89,120.064,-8.363,0.831,0.6509999999999999,49
90,127.0,-3.051,0.629,0.933,55
91,146.303,-11.415,0.508,0.5670000000000001,52
92,139.162,-5.025,0.768,0.912,56
93,180.02,-9.62,0.416,0.362,50
94,90.539,-12.659,0.29,0.412,58
95,120.011,-7.072,0.785,0.845,51
96,157.974,-5.101,0.517,0.804,50
97,72.844,-10.929,0.213,0.185,51
98,98.515,-4.477,0.8640000000000001,0.7340000000000001,50
99,120.416,-4.382,0.7120000000000001,0.27,54
100,164.032,-4.487,0.466,0.852,63
101,147.351,-9.184,0.359,0.557,54
102,159.594,-8.256,0.552,0.941,53
103,120.982,-4.532,0.263,0.853,54
104,127.966,-3.927,0.614,0.972,64
105,79.3,-7.832999999999997,0.498,0.7020000000000001,56
106,75.07,-8.302,0.335,0.33,55
107,78.532,-7.497999999999997,0.696,0.5579999999999999,53
108,93.339,-8.551,0.647,0.339,53
109,82.71700000000001,-8.774,0.473,0.455,54
110,124.796,-4.338,0.83,0.8009999999999999,56
111,140.078,-4.112,0.333,0.784,50
112,73.876,-15.193,0.54,0.234,50
113,100.001,-1.784,0.6679999999999999,0.953,58
114,96.97,-5.729,0.605,0.725,51
115,110.237,-9.528,0.512,0.313,58
116,127.973,-5.622000000000001,0.537,0.759,53
117,127.961,-3.648,0.496,0.789,52
118,136.042,-6.568,0.575,0.52,51
119,83.495,-4.897,0.758,0.7859999999999999,62
120,80.01899999999998,-5.227,0.568,0.846,53
121,155.98,-7.729,0.393,0.736,54
122,97.544,-9.307,0.499,0.502,64
123,80.932,-4.436,0.6829999999999999,0.7240000000000001,57
124,112.716,-13.089,0.419,0.35200000000000004,53
125,78.516,-11.299,0.638,0.395,57
126,114.804,-6.057,0.695,0.7959999999999999,69
127,130.91899999999998,-4.3180000000000005,0.615,0.919,56
128,114.921,-6.726,0.629,0.426,54
129,176.109,-6.045,0.802,0.7659999999999999,58
130,120.162,-5.665,0.934,0.7979999999999999,58
131,150.049,-4.775,0.475,0.942,52
132,112.172,-7.407,0.476,0.718,54
133,95.466,-7.449,0.7809999999999999,0.495,56
134,150.782,-6.0360000000000005,0.408,0.875,54
135,135.309,-13.936,0.906,0.213,53
136,98.057,-3.977,0.5720000000000001,0.825,64
137,72.259,-7.291,0.187,0.526,58
138,115.99,-10.372,0.6940000000000001,0.5720000000000001,58
139,98.552,-8.717,0.337,0.326,55
140,90.898,-7.691,0.636,0.541,53
141,130.09,-4.447,0.534,0.955,57
142,153.924,-5.544,0.598,0.722,51
143,141.82,-5.11,0.752,0.7659999999999999,52
144,94.885,-6.135,0.402,0.591,52
145,115.021,-13.3,0.665,0.322,53
146,188.049,-3.189,0.337,0.8590000000000001,53
147,82.48100000000002,-10.161,0.7659999999999999,0.597,51
